,image_name,category,subcategory
67,image_891743458_product_138469056.jpg,PlayStation,Jeux PS2
68,image_933243687_product_190099305.jpg,Nintendo,Jeux Nintendo DS
69,image_933247434_product_190101002.jpg,PlayStation,Jeux PSP
70,image_1043131773_product_142455913.jpg,Xbox,Jeux Xbox 360
71,image_1165669224_product_2806194979.jpg,Xbox,Jeux Xbox One
72,image_1167318682_product_2832777929.jpg,Arcade,Neo Geo
73,image_1193424347_product_3144085232.jpg,PlayStation,Jeux PS4
74,image_108128830_product_2924143.jpg,SEGA,Saturn
75,image_854179992_product_85757275.jpg,PC Gaming,Jeux PC
76,image_874538300_product_109422166.jpg,PlayStation,Jeux PS3
77,image_970911880_product_260458764.jpg,Nintendo,SNES
78,image_1107916129_product_3716249024.jpg,PC Gaming,Jeux PC
79,image_1139580082_product_2394819677.jpg,Nintendo,Jeux Nintendo Wii U
80,image_1193420048_product_3139412813.jpg,Outlier,Non pertinent
81,image_1194596318_product_3150129928.jpg,PC Gaming,Jeux PC
82,image_1241290050_product_3754982637.jpg,PC Gaming,Jeux PC
83,image_1100063096_product_1711731907.jpg,PC Gaming,Jeux PC
84,image_1100064358_product_1711734478.jpg,PC Gaming,Jeux PC
85,image_1043191722_product_848683457.jpg,PC Gaming,Jeux PC Mac
86,image_1095315120_product_1634746443.jpg,PC Gaming,Jeux PC
87,image_1098449903_product_1686387215.jpg,PC Gaming,Jeux PC
88,image_1099823981_product_1707592368.jpg,PC Gaming,Jeux PC
89,image_1100064781_product_1711735502.jpg,PC Gaming,Jeux PC
90,image_1100065667_product_1711736883.jpg,PC Gaming,Jeux PC
91,image_1100068014_product_1711731452.jpg,PC Gaming,Jeux PC
92,image_1100068291_product_1711728483.jpg,PC Gaming,Jeux PC
93,image_1100069905_product_1711734637.jpg,PC Gaming,Jeux PC
94,image_1100070665_product_1711735991.jpg,PC Gaming,Jeux PC
95,image_1100072901_product_1711735439.jpg,PC Gaming,Jeux PC
96,image_1100077219_product_1711735441.jpg,PC Gaming,Jeux PC
97,image_1100083336_product_1711736982.jpg,Outlier,Autre categorie
98,image_1100249651_product_488318872.jpg,PC Gaming,Jeux PC
99,image_1108738106_product_1878218325.jpg,PC Gaming,Jeux PC
100,image_1108738886_product_1878218223.jpg,PC Gaming,Jeux PC
101,image_1115503666_product_1945991657.jpg,PC Gaming,Jeux PC
102,image_1124838336_product_2085018125.jpg,PC Gaming,Jeux PC
103,image_1146884902_product_2525244384.jpg,PC Gaming,Jeux PC
104,image_1151578632_product_2585832925.jpg,PlayStation,Jeux PS1
105,image_1154827280_product_2644384305.jpg,PlayStation,Jeux PS2
106,image_1164819652_product_2795217657.jpg,PC Gaming,Jeux PC
107,image_1173138897_product_2923358903.jpg,Autre,multi-plateformes
108,image_1225404932_product_3589877929.jpg,PC Gaming,Jeux PC
109,image_1236934312_product_3716120826.jpg,Xbox,Jeux Xbox 360
110,image_1236934740_product_3716121080.jpg,Autre,Combo
111,image_1236934933_product_3716121412.jpg,Autre,Combo
112,image_1236935115_product_3716121633.jpg,PlayStation,Jeux PS3
113,image_1240985666_product_3751708036.jpg,PlayStation,Jeux PS2
114,image_1264105210_product_3923709336.jpg,Xbox,Jeux Xbox 360
115,image_1275879025_product_4009376995.jpg,Outlier,Autre categorie
116,image_167602430_product_1836281.jpg,Nintendo,Super Nintendo (SNES)
